0;19;
1;0;
2;12;
3;21;
4;0;
5;0;
6;11;
7;13;
8;25;
9;23;
10;11;
11;15;
12;11;
13;0;
14;0;
15;0;
16;27;
17;0;
18;17;
19;18;
20;0;
21;022;
22;13;
23;0;
24;12;
25;13;
26;14;
27;13;
28;0;
29;0;
30;0;
31;0;
32;0;
33;0;
34;0;
35;0;
36;0;
37;0;
38;0;
39;0;
40;0;
41;0;
42;0;
43;12;
44;15;
45;16;
46;16;
47;0;
48;0;
49;23;
50;15;
51;0;
52;0;
53;0;
54;24;
55;11;
56;17;
57;0;
58;11;
59;24;
60;15;
61;19;
62;0;
63;0;
64;0;
65;0;
66;19;
67;28;
68;0;
69;0;
70;11;
71;13;
72;17;
73;23;
74;0;
75;0;
76;14;
77;0;
78;25;
79;0;
80;0;
81;14;
82;14;
83;18;
84;0;
85;0;
86;0;
87;0;
88;15;
89;22;
90;0;
91;0;
92;0;
93;20;
94;15;
95;0;
96;14;
97;0;
98;0;
99;12;
100;18;
101;0;
102;0;
103;0;
104;27;
105;15;
106;0;
107;0;
108;0;
109;21;
110;15;
111;27;
112;0;
113;0;
114;0;
115;0;
116;14;
117;17;
118;0;
119;0;
120;0;
121;0;
122;0;
123;23;
124;0;
125;11;
126;21;
127;17;
128;20;
129;0;
130;0;
131;11;
132;0;
133;0;
134;17;
135;0;
136;0;
137;16;
138;0;
139;0;
140;17;
141;0;
142;0;
143;0;
144;17;
145;0;
146;17;
147;11;
148;0;
149;17;
150;0;
151;19;
152;15;
153;0;
154;0;
155;0;
156;13;
157;20;
158;0;
159;0;
160;0;
161;0;
162;19;
163;0;
164;0;
165;0;
166;0;
167;0;
168;12;
169;16;
170;11;
171;11;
172;14;
173;21;
174;0;
175;19;
176;32;
177;0;
178;18;
179;19;
180;11;
181;21;
182;13;
183;17;
184;0;
185;0;
186;0;
187;12;
188;0;
189;28;
190;0;
191;0;
192;0;
193;16;
194;11;
195;0;
196;11;
197;0;
198;0;
199;18;
200;17;
201;0;
202;0;
203;0;
204;11;
205;0;
206;16;
207;0;
208;0;
209;0;
210;13;
211;12;
212;15;
213;0;
214;0;
215;13;
216;0;
217;12;
218;0;
219;0;
220;0;
221;15;
222;0;
223;17;
224;14;
225;0;
226;0;
227;14;
228;12;
229;16;
230;0;
231;19;
232;13;
233;16;
234;0;
235;0;
236;0;
237;13;
238;12;
239;22;
240;0;
241;0;
242;0;
243;0;
244;12;
245;14;
246;16;
247;0;
248;16;
249;0;
250;16;
251;13;
252;0;
253;0;
254;12;
255;27;
256;0;
257;13;
258;18;
259;12;
260;19;
261;0;
262;12;
263;0;
264;15;
265;11;
266;12;
267;0;
268;0;
269;0;
270;0;
271;14;
272;27;
273;0;
274;0;
275;19;
276;0;
